"SOURCE" "TRAJ" "subj" "language" "stimulus" "iter" "cluster" "C1_GONS..ms." "C1_PVEL..ms." "C1_NONS..ms." "C1_MAXC..ms." "C1_NOFFS..ms." "C1_PVEL2..ms." "C1_GOFFS..ms." "C2_GONS..ms." "C2_PVEL..ms." "C2_NONS..ms." "C2_MAXC..ms." "C2_NOFFS..ms." "C2_PVEL2..ms." "C2_GOFFS..ms." "C1_PV_to" "C2_PV_to" "C1stiffness1" "C2stiffness1" "C1_PV_fro" "C2_PV_fro" "C1stiffness2" "C2stiffness2" "C1_AV_to" "C2_AV_to" "C1_AV_fro" "C2_AV_fro" "C2onset_C1release" "rel.overlap" "C2onset_C1offset" "n.overlap2" "onset.lag" "n.onset.lag" "offset.lag" "n.offset.lag" "IPI" "n.IPI" "C1_pla" "C2_pla" "n.C1_pla" "n.C2_pla" "C1_gest" "C2_gest" "n.C1_gest" "n.C2_gest" "clus_gest" "C1_to" "C1_fro" "C2_to" "C2_fro" "vowel" "C1_PD" "C1_PD2" "C2_PD" "C2_PD2" "articulator" "type" "voicing" "pros_cond" "C2target_C1offset" "recstiffmean" "recstiffmean2" "C1onset_C2target" "recC1stiffness2" "recC2stiffness1"
"297" "klage_w_03" "TB" "DE2" "German" "klage" 3 "kl" 1892 1900 1936 1956 1972 2012 2032 1932 1968 2000 2012 2072 2112 2136 6.824 10.944 27.6522434559025 18.267930690823 5.454 16.573 20.2 21.7990321124141 0.0560861939966048 0.0881003870632362 0.045 0.118791111304676 40 1.11111111111111 0.1 0.409836065573771 -40 -0.163934426229508 104 0.426229508196721 28 0.205882352941176 36 72 0.264705882352941 0.529411764705882 140 204 0.573770491803279 0.836065573770492 244 44 60 68 64 "a" 2.46779253585061 2.7 5.99082632030006 7.60263112349929 "VEL" "TB-TT" "voiceless" "N" 32 0.0521228440354454 0.0454520843202375 108 0.0495049504950495 0.0547407375758413
"298" "klage_w_04" "TB" "DE2" "German" "klage" 4 "kl" 1272 1304 1332 1376 1400 1484 1516 1424 1444 1464 1476 1524 1580 1616 10.657 6.503 20.6630367193732 30.0922952142801 7.056 17.275 12.9125991838405 16.243767083221 0.0859586463881842 0.0540254569624358 0.0471071589390147 0.11559617800996 -24 -0.352941176470588 0.092 0.267441860465116 -152 -0.441860465116279 100 0.290697674418605 64 0.333333333333333 68 60 0.354166666666667 0.3125 244 192 0.709302325581395 0.558139534883721 344 60 116 40 92 "a" 5.15751878329105 5.4644304369257 2.16101827849743 10.6348483769163 "VEL" "TB-TT" "voiceless" "N" 52 0.055337419822028 0.0408133473636812 192 0.0774437420199221 0.0332310976241339
"299" "klage_w_05" "TB" "DE2" "German" "klage" 5 "kl" 1304 1336 1368 1384 1412 1488 1564 1356 1391.3 1436 1448 1464 1532 1564 7.194 7.322 18.2082824639854 14.7386310331922 8.743 14.058 9.34399082177639 13.9571746601819 0.0617335820785576 0.0620987117418711 0.0615579980109293 0.100722390757964 56 1.27272727272727 0.208 0.8 -52 -0.2 0 0 24 0.25 44 28 0.458333333333333 0.291666666666667 260 208 1 0.8 260 64 152 80 100 "a" 3.95094925302768 9.35681569766125 4.96789693934969 10.0722390757964 "VEL" "TB-TT" "voiceless" "N" 128 0.0874347798205866 0.0613844842366043 132 0.107020653067154 0.0678489065740194
"300" "klage_w_06" "TB" "DE2" "German" "klage" 6 "kl" 1356 1384 1448 1508 1584 1656 1692 1460 1500 1552 1572 1612 1660 1688 11.735 8.974 18.6764582755494 13.4586449431844 8.881 19.277 13.7727171209147 18.8917577364481 0.0682968611843696 0.072476448165955 0.0597060701672352 0.134262115987622 124 0.911764705882353 0.232 0.698795180722892 -104 -0.313253012048193 -4 -0.0120481927710843 -32 -0.195121951219512 136 60 0.829268292682927 0.365853658536585 336 228 1.01204819277108 0.686746987951807 332 92 108 92 76 "a" 6.283311228962 6.4482555780614 6.66783323126786 10.2039208150593 "VEL" "TB-TT" "voiceless" "N" 140 0.0734544997302024 0.0639225138007614 196 0.0726073142445828 0.0743016852158219
"301" "klage_w_07" "TB" "DE2" "German" "klage" 7 "kl" 1452 1476 1500 1512 1520 1544 1636 1460 1496 1516 1524 1540 1628 1672 7.911 7.092 23.6175561229195 22.5855291228842 7.941 13.58 12.0958546905978 12.74289067117 0.0697838926018509 0.0560725659575271 0.0565953364212754 0.0807342623691692 60 3 0.176 0.8 -8 -0.0363636363636364 36 0.163636363636364 -4 -0.1 20 24 0.5 0.6 184 212 0.836363636363636 0.963636363636364 220 48 116 56 132 "a" 3.34962684488884 6.56505902486794 3.14006369362152 10.6569226327303 "VEL" "TB-TT" "voiceless" "N" 120 0.0634745443175459 0.0433087606319681 64 0.0826729508231698 0.0442761378119221
"302" "klage_w_08" "TB" "DE2" "German" "klage" 8 "kl" 1208 1228 1288 1348 1368 1400 1444 1320 1344 1416 1428 1448 1532 1564 8.608 8.428 19.9969862813023 15.3796644714402 4.613 12.722 15.0379502215241 13.1084998306346 0.0538081081250772 0.0570829531617511 0.0403627938162578 0.0836651143991314 48 0.6 0.124 0.348314606741573 -112 -0.314606741573034 120 0.337078651685393 48 0.3 80 32 0.5 0.2 236 244 0.662921348314607 0.685393258426966 356 80 76 96 116 "a" 4.30464865000618 3.06757233003559 5.4799635035281 9.70515327029924 "VEL" "TB-TT" "voiceless" "N" 28 0.0657596745059991 0.057514229887021 208 0.0664984246701842 0.0650209243418141
"303" "klage_w_09" "TB" "DE2" "German" "klage" 9 "kl" 1960 1980 1996 2004 2016 2036 2092 1968 1996 2020 2032 2092 2132 2196 7.484 13.195 30.9690123515006 24.6002467694782 8.021 13.204 15.9909106982765 14.1108325821913 0.0671280331866366 0.103149371783876 0.0659996642314971 0.0899745197329968 48 2.4 0.124 0.525423728813559 -8 -0.0338983050847458 104 0.440677966101695 4 0.0416666666666667 20 72 0.208333333333333 0.75 132 228 0.559322033898305 0.966101694915254 236 36 76 52 104 "a" 2.41660919471892 5.01597448159378 5.36376733276155 9.35735005223167 "VEL" "TB-TT" "voiceless" "N" 72 0.0515927619993304 0.0364701703625324 60 0.0625355252660988 0.0406499987325619
"304" "klage_w_10" "TB" "DE2" "German" "klage" 10 "kl" 1356 1420 1444 1484 1564 1628 1720 1540 1560 1580 1592 1628 1716 1748 9.829 5.471 15.9342638607242 29.3698668333685 10.214 13.49 9.31436625385854 15.1687977885437 0.0700962296058688 0.0465698400254929 0.0702939493572478 0.0741104655977218 24 0.2 0.18 0.459183673469388 -184 -0.469387755102041 28 0.0714285714285714 16 0.0869565217391304 120 48 0.652173913043478 0.260869565217391 364 208 0.928571428571429 0.530612244897959 392 88 156 40 120 "a" 6.16846820531645 10.9658560997307 1.86279360101972 8.89325587172662 "VEL" "TB-TT" "voiceless" "N" 140 0.0707047689430127 0.0484031720855704 224 0.107361034851485 0.0340485030345406
"372" "plage_u_09" "LA" "DE2" "German" "plage" 9 "pl" 3204 3220 3256 3268 3356 3392 3448 3324 3364 3392 3404 3444 3496 3524 1.299 5.674 32.4750000000001 17.6881187028432 19.297 14.886 20.3126315789474 19.5953252977027 0.00769230769230766 0.0471735733304278 0.103260869565217 0.0949588726765435 32 0.32 0.124 0.3875 -120 -0.375 76 0.2375 36 0.191489361702128 100 52 0.531914893617021 0.276595744680851 244 200 0.7625 0.625 320 52 92 68 80 "a" 0.399999999999999 9.5 3.20780298646909 7.59670981412348 "LAB" "LA-TT" "voiceless" "Y" 56 0.0528827876113881 0.0436640212613274 188 0.0492304503290666 0.0565351248937095
"373" "plage_w_01" "LA" "DE2" "German" "plage" 1 "pl" 1548 1588 1612 1624 1668 1728 1760 1576 1636 1680 1692 1748 1788 1832 16.629 8.563 24.8194029850746 13.7364511452888 16.683 12.946 18.5366666666667 17.2536667403132 0.1046875 0.059940182213495 0.0978260869565217 0.0893253880109718 92 1.64285714285714 0.184 0.647887323943662 -28 -0.0985915492957746 72 0.253521126760563 12 0.0882352941176471 56 68 0.411764705882353 0.5 212 256 0.746478873239437 0.901408450704225 284 64 92 104 84 "a" 6.7 9 6.23377895020348 7.50333259292163 "LAB" "LA-TT" "voiceless" "N" 80 0.0633730692932644 0.0565450322831552 132 0.0539471318108253 0.0727990067757035
"374" "plage_w_02" "LA" "DE2" "German" "plage" 2 "pl" 1332 1372 1396 1408 1444 1504 1548 1420 1444 1464 1476 1508 1556 1600 17.163 6.386 22.5828947368421 24.8386612417903 16.113 11.724 18.1044943820225 15.4571215734141 0.11875 0.0584316369644656 0.0855769230769231 0.0824440579078324 24 0.5 0.128 0.477611940298507 -88 -0.328358208955224 52 0.194029850746269 20 0.178571428571429 48 44 0.428571428571429 0.392857142857143 216 180 0.805970149253731 0.671641791044776 268 64 104 44 92 "a" 7.6 8.9 2.57099202643649 7.58485332752058 "LAB" "LA-TT" "voiceless" "N" 84 0.0477473611303476 0.0422705607845813 132 0.055234903494073 0.0402598187666222
"375" "plage_w_03" "LA" "DE2" "German" "plage" 3 "pl" 1432 1468 1492 1500 1548 1620 1656 1528 1604 1620 1632 1648 1704 1756 19.593 7.067 24.8012658227848 17.46136306948 13.896 10.06 14.475 12.0128501946434 0.131666666666667 0.0439915355322784 0.0888888888888889 0.0775404226631272 20 0.357142857142857 0.128 0.395061728395062 -96 -0.296296296296296 100 0.308641975308642 72 0.461538461538462 56 28 0.358974358974359 0.179487179487179 224 228 0.691358024691358 0.703703703703704 324 60 108 92 108 "a" 7.9 9.6 4.04722126896961 8.37436564761773 "LAB" "LA-TT" "voiceless" "N" 36 0.0631769631886731 0.0487949101714303 188 0.0690846286701209 0.0572692977072253
"376" "plage_w_04" "LA" "DE2" "German" "plage" 4 "pl" 1548 1584 1604 1612 1660 1728 1772 1616 1636 1672 1684 1720 1812 1840 13.574 7.625 27.7020408163265 21.9931590105021 12.587 11.334 13.3904255319149 13.0751780920952 0.0875 0.0619104850834276 0.0839285714285714 0.0722361097758978 44 0.785714285714286 0.156 0.534246575342466 -68 -0.232876712328767 68 0.232876712328767 12 0.103448275862069 56 48 0.482758620689655 0.413793103448276 224 224 0.767123287671233 0.767123287671233 292 56 112 56 120 "a" 4.9 9.4 3.46698716467194 8.66833317310773 "LAB" "LA-TT" "voiceless" "N" 100 0.0600744548782315 0.0407835537917267 124 0.0746802256296178 0.0454686841268452
"377" "plage_w_05" "LA" "DE2" "German" "plage" 5 "pl" 2240 2272 2292 2304 2340 2400 2440 2256 2316 2356 2376 2392 2440 2464 17.612 7.62 27.0953846153846 13.1575019242749 13.982 9.756 16.2581395348837 16.6629305808609 0.125 0.057913728942281 0.086 0.0813182287128025 84 1.75 0.184 0.821428571428571 -16 -0.0714285714285714 24 0.107142857142857 16 0.16 48 36 0.48 0.36 200 208 0.892857142857143 0.928571428571429 224 52 100 100 72 "a" 6.5 8.6 5.7913728942281 5.85491246732178 "LAB" "LA-TT" "voiceless" "N" 84 0.0687549608247244 0.0564544617534192 116 0.0615076526963239 0.076002268953125
"378" "plage_w_06" "LA" "DE2" "German" "plage" 6 "pl" 1452 1484 1508 1520 1560 1612 1668 1520 1528 1568 1580 1600 1652 1728 22.953 6.879 25.5033333333333 24.8548373025617 15.233 8.235 15.233 12.3295575443761 0.160714285714286 0.0576598020962419 0.0925925925925926 0.0521802483734267 40 0.769230769230769 0.148 0.536231884057971 -68 -0.246376811594203 60 0.217391304347826 8 0.0869565217391304 52 32 0.565217391304348 0.347826086956522 216 208 0.782608695652174 0.753623188405797 276 56 108 48 128 "a" 9 10 2.76767050061961 6.67907179179862 "LAB" "LA-TT" "voiceless" "N" 100 0.0529402837564577 0.0397220887623968 116 0.06564695069914 0.0402336168137755
"379" "plage_w_07" "LA" "DE2" "German" "plage" 7 "pl" 1452 1492 1516 1524 1572 1636 1680 1536 1580 1600 1612 1636 1716 1764 13.486 6.387 23.251724137931 18.8015654884912 13.734 9.678 15.4314606741573 10.6102093885668 0.090625 0.053079024223322 0.0824074074074074 0.0712609640686961 36 0.642857142857143 0.144 0.461538461538462 -84 -0.269230769230769 84 0.269230769230769 28 0.233333333333333 56 36 0.466666666666667 0.3 228 228 0.730769230769231 0.730769230769231 312 64 108 64 128 "a" 5.8 8.9 3.39705755029261 9.1214034007931 "LAB" "LA-TT" "voiceless" "N" 80 0.0589948699607095 0.0480973119194605 148 0.0648026794815786 0.0531870604398405
"380" "plage_w_08" "LA" "DE2" "German" "plage" 8 "pl" 1372 1412 1436 1456 1488 1544 1600 1416 1468 1508 1520 1556 1632 1664 18.426 8.56 23.6230769230769 15.2372034864906 15.412 12.818 16.3957446808511 14.5536984282321 0.121875 0.0610633561095137 0.0839285714285714 0.0815498450585955 72 1.38461538461538 0.184 0.63013698630137 -44 -0.150684931506849 64 0.219178082191781 20 0.166666666666667 52 48 0.433333333333333 0.4 228 248 0.780821917808219 0.849315068493151 292 64 112 92 108 "a" 7.8 9.4 5.61782876207526 8.80738326632832 "LAB" "LA-TT" "voiceless" "N" 92 0.0633101379618562 0.0539801643965349 136 0.0609914352452633 0.0656288406784491
"381" "plage_w_09" "LA" "DE2" "German" "plage" 9 "pl" 1420 1472 1500 1508 1560 1624 1688 1528 1580 1604 1620 1644 1704 1744 15.157 5.952 19.4320512820513 16.0164433969473 12.886 12.024 13.7085106382979 15.730083370658 0.0975 0.0488971162527948 0.0734375 0.0764395185751454 32 0.533333333333333 0.16 0.493827160493827 -108 -0.333333333333333 56 0.172839506172839 44 0.305555555555556 60 40 0.416666666666667 0.277777777777778 268 216 0.827160493827161 0.666666666666667 324 80 128 76 100 "a" 7.8 9.4 3.71618083521241 7.64395185751454 "LAB" "LA-TT" "voiceless" "N" 84 0.0676916093417962 0.0569486024543218 184 0.0729473847586527 0.0624358339249398
"382" "plage_w_10" "LA" "DE2" "German" "plage" 10 "pl" 1432 1460 1488 1512 1536 1596 1652 1524 1528 1572 1584 1600 1668 1728 14.869 6.602 26.0859649122807 25.5822303662232 14.492 10.578 15.0958333333333 11.54017046653 0.101785714285714 0.0537645329190164 0.0827586206896552 0.0716112688626937 12 0.25 0.128 0.432432432432432 -92 -0.310810810810811 76 0.256756756756757 36 0.321428571428571 48 28 0.428571428571429 0.25 220 204 0.743243243243243 0.689189189189189 296 56 116 48 128 "a" 5.7 9.6 2.58069758011279 9.16624241442479 "LAB" "LA-TT" "voiceless" "N" 80 0.0526665389011515 0.0387122118234566 140 0.0662434446591224 0.0390896331431806
"393" "blasen_u_01" "LA" "DE3" "German" "blasen" 1 "bl" 2472 2512 2540 2556 2600 2660 2736 2536 2636 2664 2680 2704 2736 2768 12.671 10.054 21.8465517241379 14.4725554470753 17.726 20.191 12.2248275862069 21.8016881759626 0.0852941176470588 0.054272982602995 0.106617647058824 0.144706397254061 64 1.06666666666667 0.2 0.675675675675676 -64 -0.216216216216216 32 0.108108108108108 64 0.390243902439024 60 40 0.365853658536585 0.24390243902439 264 232 0.891891891891892 0.783783783783784 296 68 136 128 64 "a" 5.8 14.5 6.94694177318336 9.26120942425988 "LAB" "LA-TT" "voiced" "Y" 72 0.0754485211964857 0.0574350559727871 192 0.081800744668848 0.0690962977241235
"394" "blasen_u_02" "LA" "DE3" "German" "blasen" 2 "bl" 2396 2440 2472 2488 2516 2584 2648 2484 2548 2572 2600 2620 2656 2692 11.034 11.289 18.7016949152542 18.7448381645822 18.025 16.338 12.3458904109589 19.3284832441825 0.0776315789473684 0.0684370223859707 0.110606060606061 0.117400141438912 32 0.727272727272727 0.164 0.554054054054054 -88 -0.297297297297297 44 0.148648648648649 56 0.378378378378378 44 48 0.297297297297297 0.324324324324324 252 208 0.851351351351351 0.702702702702703 296 76 132 88 72 "a" 5.9 14.6 6.02245796996542 8.45281018360166 "LAB" "LA-TT" "voiced" "Y" 76 0.0671733164840239 0.0534095546453797 176 0.080998613037448 0.0533480199305999
"395" "blasen_u_03" "LA" "DE3" "German" "blasen" 3 "bl" 2512 2588 2620 2632 2740 2812 2880 2720 2776 2796 2808 2848 2876 2908 4.715 9.805 11.7875 19.8455759937049 17.807 20.187 12.1965753424658 22.866072823599 0.037037037037037 0.0650085227738717 0.104285714285714 0.147139389695622 20 0.166666666666667 0.16 0.404040404040404 -208 -0.525252525252525 28 0.0707070707070707 56 0.245614035087719 120 52 0.526315789473684 0.228070175438596 368 188 0.929292929292929 0.474747474747475 396 108 140 76 60 "a" 4 14.6 4.94064773081425 8.8283633817373 "LAB" "LA-TT" "voiced" "Y" 84 0.0661896463095302 0.0676123475111322 284 0.0819902285618012 0.0503890640572591
"396" "blasen_u_04" "LA" "DE3" "German" "blasen" 4 "bl" 2656 2696 2724 2732 2772 2840 2904 2704 2792 2836 2852 2876 2904 2932 6.341 7.767 22.6464285714286 15.6028040411566 21.462 20.422 14.2132450331126 24.7780693743404 0.0411764705882353 0.0377117529231928 0.114393939393939 0.147177960445225 68 1.41666666666667 0.2 0.72463768115942 -48 -0.173913043478261 28 0.101449275362319 64 0.421052631578947 48 40 0.315789473684211 0.263157894736842 248 228 0.898550724637681 0.826086956521739 276 68 132 132 56 "a" 2.8 15.1 4.97795138586146 8.24196578493262 "LAB" "LA-TT" "voiced" "Y" 68 0.0672239769332018 0.0541240584980177 180 0.0703569098872425 0.0640910439791611
"397" "blasen_u_05" "LA" "DE3" "German" "blasen" 5 "bl" 2500 2564 2596 2612 2664 2728 2808 2644 2704 2728 2744 2772 2804 2836 9.821 7.78 15.8403225806452 16.0284657647199 19.963 19.546 12.6348101265823 21.2494183544917 0.0645833333333333 0.0577841004738647 0.109722222222222 0.143724522198719 20 0.294117647058824 0.164 0.488095238095238 -144 -0.428571428571429 28 0.0833333333333333 64 0.363636363636364 68 44 0.386363636363636 0.25 308 192 0.916666666666667 0.571428571428571 336 96 144 84 64 "a" 6.2 15.8 4.85386443980464 9.198369420718 "LAB" "LA-TT" "voiced" "Y" 80 0.0707677119804736 0.0627595152872152 228 0.0791464208786253 0.0623890030823218
"398" "blasen_u_06" "LA" "DE3" "German" "blasen" 6 "bl" 2404 2448 2476 2488 2520 2588 2648 2464 2548 2576 2588 2620 2656 2684 9.666 9.274 21.0130434782609 14.396039950801 21.241 17.016 13.9743421052632 21.1089982257374 0.0638888888888889 0.0575182978871658 0.11875 0.125953395398854 56 1.27272727272727 0.184 0.657142857142857 -60 -0.214285714285714 36 0.128571428571429 56 0.388888888888889 44 44 0.305555555555556 0.305555555555556 244 220 0.871428571428571 0.785714285714286 280 72 128 112 64 "a" 4.6 15.2 6.44204936336257 8.06101730552664 "LAB" "LA-TT" "voiced" "Y" 72 0.0705116332839077 0.0585265180437563 172 0.0715597194105737 0.0694635471572417
"399" "blasen_u_07" "LA" "DE3" "German" "blasen" 7 "bl" 2120 2248 2292 2308 2364 2428 2508 2328 2400 2432 2444 2468 2504 2540 5.277 7.185 9.59454545454546 17.4776653756229 17.836 19.555 11.0782608695652 19.3566429096202 0.0319767441860465 0.0395284707521047 0.111805555555556 0.140312152004023 36 0.5 0.18 0.428571428571429 -208 -0.495238095238095 32 0.0761904761904762 68 0.386363636363636 72 36 0.409090909090909 0.204545454545455 388 212 0.923809523809524 0.504761904761905 420 172 144 104 72 "a" 5.5 16.1 4.11096095821889 10.1024749442896 "LAB" "LA-TT" "voiced" "Y" 76 0.0737413778529254 0.0807208828223596 312 0.0902668759811618 0.0572158797246889
"400" "blasen_u_08" "LA" "DE3" "German" "blasen" 8 "bl" 2104 2148 2176 2188 2228 2292 2364 2168 2244 2296 2316 2336 2368 2396 5.912 9.884 19.7066666666667 13.7238073430519 18.903 18.472 12.602 22.2296220296907 0.0416666666666667 0.0562662736875964 0.110294117647059 0.138493882736948 60 1.15384615384615 0.196 0.671232876712329 -64 -0.219178082191781 32 0.10958904109589 68 0.425 52 40 0.325 0.25 260 228 0.89041095890411 0.780821917808219 292 72 136 128 60 "a" 3 15 7.20208303201233 8.30963296421689 "LAB" "LA-TT" "voiced" "Y" 68 0.0761092802719365 0.0618051628981236 192 0.0793524837327408 0.0728660768111322
"401" "blasen_u_09" "LA" "DE3" "German" "blasen" 9 "bl" 2452 2500 2528 2540 2572 2644 2704 2512 2600 2632 2648 2676 2708 2736 10.669 10.949 20.1301886792453 14.067269938617 20.767 19.008 12.6628048780488 22.1789265792315 0.0697368421052632 0.0648609624076335 0.124242424242424 0.142838292407106 60 1.36363636363636 0.192 0.676056338028169 -60 -0.211267605633803 32 0.112676056338028 60 0.405405405405405 44 44 0.297297297297297 0.297297297297297 252 224 0.887323943661972 0.788732394366197 284 76 132 120 60 "a" 5.3 16.4 7.78331548891602 8.57029754442633 "LAB" "LA-TT" "voiced" "Y" 72 0.075029221896291 0.0603818159739617 180 0.0789714450811382 0.0710869987114439
"402" "blasen_u_10" "LA" "DE3" "German" "blasen" 10 "bl" 2460 2500 2528 2540 2584 2656 2712 2596 2616 2636 2648 2676 2712 2740 10.81 12.281 22.0612244897959 31.3969900934485 23.421 19.676 14.5472049689441 21.8084405362712 0.0720588235294117 0.0977880360780397 0.12578125 0.140971794608 -12 -0.214285714285714 0.116 0.414285714285714 -136 -0.485714285714286 28 0.1 52 0.351351351351351 56 40 0.378378378378378 0.27027027027027 252 144 0.9 0.514285714285714 280 68 128 40 64 "a" 4.9 16.1 3.91152144312159 9.02219485491197 "LAB" "LA-TT" "voiced" "Y" 76 0.0502959571637623 0.0385892932239984 176 0.0687417275095 0.0318501868180245
"403" "blasen_w_01" "LA" "DE3" "German" "blasen" 1 "bl" 1480 1528 1560 1572 1596 1648 1728 1508 1576 1664 1680 1700 1728 1764 24.41 9.802 19.2204724409449 8.73058355725993 19.173 23.434 11.0189655172414 21.8257633354932 0.15875 0.0719692251053301 0.131818181818182 0.167763319143369 88 2.44444444444444 0.22 0.774647887323944 -28 -0.0985915492957746 36 0.126760563380282 68 0.485714285714286 36 36 0.257142857142857 0.257142857142857 248 256 0.873239436619718 0.901408450704225 284 80 132 156 64 "a" 12.7 17.4 11.2271991164315 10.7368524251756 "LAB" "LA-TT" "voiced" "N" 64 0.102646250838671 0.083283869119858 184 0.0907526208731026 0.114539880804239
"404" "blasen_w_02" "LA" "DE3" "German" "blasen" 2 "bl" 1216 1252 1280 1292 1312 1380 1444 1280 1316 1352 1360 1404 1444 1476 18.023 9.577 21.9792682926829 15.4972506831983 19.443 19.552 12.8761589403973 19.7414396845736 0.128125 0.0858306364193354 0.114393939393939 0.137556105276231 32 1 0.164 0.630769230769231 -64 -0.246153846153846 32 0.123076923076923 40 0.32258064516129 32 52 0.258064516129032 0.419354838709677 228 196 0.876923076923077 0.753846153846154 260 64 132 72 72 "a" 8.2 15.1 6.17980582219215 9.9040395798886 "LAB" "LA-TT" "voiced" "N" 92 0.0710952433653791 0.0550124972960481 136 0.0776629121020422 0.0645275746287161
"405" "blasen_w_03" "LA" "DE3" "German" "blasen" 3 "bl" 1328 1364 1392 1412 1436 1492 1556 1428 1444 1468 1476 1520 1568 1600 19.717 11.055 22.1539325842697 28.4869701814623 20.745 19.153 14.0168918918919 18.0009080486246 0.1390625 0.0970180395596613 0.123333333333333 0.133000234962198 8 0.181818181818182 0.128 0.470588235294118 -100 -0.367647058823529 44 0.161764705882353 32 0.25 44 52 0.34375 0.40625 228 172 0.838235294117647 0.632352941176471 272 64 120 40 80 "a" 8.9 14.8 3.88072158238645 10.6400187969759 "LAB" "LA-TT" "voiced" "N" 88 0.0532231302190175 0.0401212405285843 140 0.0713424921667871 0.0351037682712479
"406" "blasen_w_04" "LA" "DE3" "German" "blasen" 4 "bl" 1112 1144 1172 1184 1212 1272 1332 1192 1228 1252 1264 1316 1344 1368 13.843 11.048 23.4627118644068 19.4725656737207 21.743 22.904 14.791156462585 25.3241386822928 0.0983333333333333 0.0945603863500286 0.1225 0.173929523916846 20 0.5 0.14 0.546875 -80 -0.3125 36 0.140625 40 0.277777777777778 40 64 0.277777777777778 0.444444444444444 220 176 0.859375 0.6875 256 60 120 60 52 "a" 5.9 14.7 5.67362318100171 9.04433524367601 "LAB" "LA-TT" "voiced" "N" 80 0.0594811334205608 0.0469875601228116 140 0.0676079657820909 0.0513543010590307
"407" "blasen_w_05" "LA" "DE3" "German" "blasen" 5 "bl" 1296 1324 1352 1368 1388 1452 1516 1376 1400 1432 1444 1492 1524 1556 19.471 9.683 24.0382716049383 20.2966238415977 24.002 20.273 13.8739884393064 21.9298962042917 0.144642857142857 0.0851918602991183 0.13515625 0.144444653111495 12 0.333333333333333 0.14 0.538461538461538 -80 -0.307692307692308 40 0.153846153846154 44 0.314285714285714 36 60 0.257142857142857 0.428571428571429 220 180 0.846153846153846 0.692307692307692 260 56 128 56 64 "a" 8.1 17.3 4.77074417675063 9.24445779913565 "LAB" "LA-TT" "voiced" "N" 84 0.0606733023828034 0.0454348032850681 136 0.0720773268894257 0.0492692778761811
"408" "blasen_w_06" "LA" "DE3" "German" "blasen" 6 "bl" 1104 1136 1164 1176 1196 1260 1324 1124 1180 1232 1240 1256 1324 1352 18.289 11.078 22.86125 12.0384600571645 21.559 20.106 12.9095808383234 17.6361635955545 0.133333333333333 0.0852053116320544 0.13046875 0.118754568625567 72 2.25 0.2 0.806451612903226 -20 -0.0806451612903226 28 0.112903225806452 36 0.391304347826087 32 24 0.347826086956522 0.260869565217391 220 228 0.887096774193548 0.919354838709677 248 60 128 108 96 "a" 8 16.7 9.20217365626187 11.4004385880544 "LAB" "LA-TT" "voiced" "N" 92 0.080264475876368 0.0634046214785609 128 0.0774618488798179 0.0830671028729182
"409" "blasen_w_07" "LA" "DE3" "German" "blasen" 7 "bl" 1488 1520 1548 1568 1592 1644 1728 1568 1592 1628 1644 1688 1724 1756 19.218 10.009 23.1542168674699 19.2945138468337 18.772 19.001 11.4463414634146 20.3548394008 0.138333333333333 0.0864580823289529 0.120588235294118 0.137277659177823 24 0.545454545454545 0.16 0.597014925373134 -80 -0.298507462686567 28 0.104477611940299 36 0.257142857142857 44 60 0.314285714285714 0.428571428571429 240 188 0.895522388059702 0.701492537313433 268 60 136 60 68 "a" 8.3 16.4 5.18748493973717 9.33488082409197 "LAB" "LA-TT" "voiced" "N" 100 0.0695961817000398 0.0475084406477371 140 0.0873641593863203 0.0518282040137593
"410" "blasen_w_08" "LA" "DE3" "German" "blasen" 8 "bl" 1288 1320 1348 1364 1384 1444 1520 1348 1388 1420 1432 1476 1516 1548 19.256 11.521 22.9238095238095 17.6599458255157 21.45 17.751 12.3275862068965 19.7575116813693 0.14 0.0906083690572227 0.127941176470588 0.124783763584535 36 1 0.172 0.661538461538462 -60 -0.230769230769231 28 0.107692307692308 36 0.28125 36 56 0.28125 0.4375 232 200 0.892307692307692 0.769230769230769 260 60 136 72 72 "a" 8.4 17.4 6.52380257212003 8.98443097808648 "LAB" "LA-TT" "voiced" "N" 100 0.0688720981938477 0.050124041099301 132 0.0811188811188815 0.0566253152688139
"411" "blasen_w_09" "LA" "DE3" "German" "blasen" 9 "bl" 1256 1288 1316 1328 1352 1416 1488 1344 1364 1392 1404 1452 1484 1512 16.445 11.549 23.1619718309859 24.2026469695728 20.289 22.14 11.6603448275862 22.0421298012025 0.118333333333333 0.0994123357536679 0.127941176470588 0.167406690427832 8 0.222222222222222 0.144 0.5625 -88 -0.34375 24 0.09375 40 0.294117647058824 36 60 0.264705882352941 0.441176470588235 232 168 0.90625 0.65625 256 60 136 48 60 "a" 7.1 17.4 4.77179211617606 10.0444014256699 "LAB" "LA-TT" "voiced" "N" 96 0.0635392759073965 0.0422460059207888 136 0.0857607570604762 0.0413177947543169
